customer_id,full_name,email,home_region,signed_up_at,birth_year,favored_discipline
WIZ-01330,Delphine Tanglewood,delphine.tanglewood557@grimoire.org,ec,2026-01-28,1908,Healing
WIZ-01331,Belladonna Quickbramble,belladonna.quickbramble864@owlmail.co,Ember Coast,2023-02-17,1907,Illusion
WIZ-01332,Delphine Vexley,delphine.vexley474@grimoire.org,cv,2023-07-11,1901,HEALING
WIZ-01333,Wendeline Hollowbranch,wendeline.hollowbranch442@owlmail.co,Northern Reaches,2023-01-07,1977,Enchantment
WIZ-01334,Hesper Ashgrove,hesper.ashgrove703@crystalball.io,SW,2025-11-13,1983,Healing
WIZ-01335,Xanthe Tanglewood,xanthe.tanglewood902@crystalball.io,sw,2024-09-22,1945,Divination
WIZ-01336,Juniper Hazelrigg,juniper.hazelrigg792@crystalball.io,cv,2023-02-21,1982,Illusion
WIZ-01337,Elowen Jackdaw,elowen.jackdaw521@moonmail.net,EC,2026-03-16,1950,Alchemy
WIZ-01338,Dorian Nightbloom,dorian.nightbloom773@grimoire.org,NR,2024-11-19,1955,Divination
WIZ-01339,Oswin Ravenscroft,oswin.ravenscroft91@crystalball.io,northern reaches,2024-12-07,1968,Divination
WIZ-01340,Hesper Ashgrove,hesper.ashgrove728@owlmail.co,sw,2024-01-04,1979,Enchantment
WIZ-01341,Nimbus Cinderfell,nimbus.cinderfell135@owlmail.co,ml,2023-06-02,1993,Divination
WIZ-01342,Xanthe Copperkettle,xanthe.copperkettle428@crystalball.io,CV,2023-05-14,1935,Divination
WIZ-01343,Dorian Umberfall,dorian.umberfall849@grimoire.org,EC,2026-03-02,2000,Herbalism
WIZ-01344,Isolde Wandwright,isolde.wandwright613@ravenpost.net,Ember Coast,2026-04-29,1972,Enchantment
WIZ-01345,Oleander Moonbrook,oleander.moonbrook979@moonmail.net,northern reaches,2024-12-10,1888,Alchemy
WIZ-01346,Ignatius Brightmantle,ignatius.brightmantle155@moonmail.net,Northern Reaches,2024-02-01,2005,Healing
WIZ-01347,Dorian Vexley,dorian.vexley428@grimoire.org,Ember Coast,2025-07-13,1999,Healing
WIZ-01348,Jasper Glimmerstone,jasper.glimmerstone62@crystalball.io,Silverwood,2025-08-08,1985,Alchemy
WIZ-01349,Belladonna Yewbarrow,belladonna.yewbarrow789@owlmail.co,ml,2026-06-02,1929,Healing
WIZ-01350,Kestrel Dimbleby,kestrel.dimbleby445@ravenpost.net,northern reaches,2023-06-22,1917,Divination
WIZ-01351,Vesper Jackdaw,vesper.jackdaw104@moonmail.net,ml,2025-03-30,2007,Healing
WIZ-01352,Oleander Netherfield,oleander.netherfield246@crystalball.io,Crystal Vale,2024-02-22,1969,Herbalism
WIZ-01353,Oswin Copperkettle,oswin.copperkettle738@crystalball.io,crystal vale,2025-03-03,1908,Alchemy
WIZ-01354,Peregrine Mossheart,peregrine.mossheart36@owlmail.co,Northern Reaches,2023-07-27,1931,Illusion
WIZ-01355,Bramble Vexley,bramble.vexley479@grimoire.org,cv,2025-03-31,1919,Transmutation
WIZ-01356,Maribel Brightmantle,maribel.brightmantle205@crystalball.io,CV,2026-04-12,1957,TRANSMUTATION
WIZ-01357,Yarrow Mistlethorn,yarrow.mistlethorn66@grimoire.org,NR,2025-07-27,1895,Divination
WIZ-01358,Ignatius Thistledown,ignatius.thistledown314@moonmail.net,NR,2026-03-26,1982,Transmutation
WIZ-01359,Xanthe Kilnworth,xanthe.kilnworth187@ravenpost.net,ML,2023-11-06,1943,ILLUSION
WIZ-01360,Xanthe Larkspur,xanthe.larkspur126@crystalball.io,nr,2025-03-30,1918,Enchantment
WIZ-01361,Kestrel Zellandine,kestrel.zellandine908@crystalball.io,Northern Reaches,2025-05-05,1942,Herbalism
WIZ-01362,Delphine Mossheart,delphine.mossheart662@ravenpost.net,ec,2023-01-19,1930,Divination
WIZ-01363,Xanthe Jackdaw,xanthe.jackdaw161@owlmail.co,ember coast,2026-01-22,1920,Enchantment
WIZ-01364,Gideon Dimbleby,gideon.dimbleby510@owlmail.co,SW,2024-05-25,1967,Illusion
WIZ-01365,Ambrose Tanglewood,ambrose.tanglewood456@grimoire.org,ec,2024-11-29,1936,Enchantment
WIZ-01366,Delphine Thistledown,delphine.thistledown48@crystalball.io,The Marshlands,2023-03-05,2004,Herbalism
WIZ-01367,Xanthe Saltmarsh,xanthe.saltmarsh38@ravenpost.net,cv,2026-05-06,1972,Divination
WIZ-01368,Lyra Saltmarsh,lyra.saltmarsh28@moonmail.net,ember coast,2025-01-16,1973,Illusion
WIZ-01369,Zephyrine Hazelrigg,zephyrine.hazelrigg169@ravenpost.net,NR,2026-06-11,1964,Alchemy
WIZ-01370,Zephyrine Stormbottle,zephyrine.stormbottle191@moonmail.net,The Marshlands,2024-07-28,1985,Divination
WIZ-01371,Petra Umberfall,petra.umberfall932@owlmail.co,NR,2026-05-07,1973,Illusion
WIZ-01372,Petra Copperkettle,petra.copperkettle2@crystalball.io,ec,2026-03-10,1973,Illusion
WIZ-01373,Wendeline Mossheart,wendeline.mossheart520@crystalball.io,cv,2024-03-09,1896,Healing
WIZ-01374,Gideon Stormbottle,gideon.stormbottle124@moonmail.net,The Marshlands,2024-05-24,1910,Transmutation
WIZ-01375,Hawthorne Foxglove,hawthorne.foxglove976@moonmail.net,northern reaches,2023-12-29,1971,Herbalism
WIZ-01376,Fenwick Frostpetal,fenwick.frostpetal725@crystalball.io,SW,2026-04-07,1936,Transmutation
WIZ-01377,Quilla Ravenscroft,quilla.ravenscroft157@owlmail.co,crystal vale,2023-08-10,1950,Healing
WIZ-01378,Seraphine Duskwater,seraphine.duskwater687@moonmail.net,Northern Reaches,2025-06-20,1972,Enchantment
WIZ-01379,Wendeline Yewbarrow,wendeline.yewbarrow633@crystalball.io,nr,2023-07-07,2000,Transmutation
WIZ-01380,Edric Fernwhistle,edric.fernwhistle279@grimoire.org,sw,2023-04-28,1898,Illusion
WIZ-01381,Umbra Mossheart,umbra.mossheart669@moonmail.net,EC,2025-05-09,1969,Healing
WIZ-01382,Zephyrine Cinderfell,zephyrine.cinderfell235@moonmail.net,ml,2025-04-20,1931,Transmutation
WIZ-01383,Edric Moonbrook,edric.moonbrook819@owlmail.co,cv,2023-09-15,1932,Healing
WIZ-01384,Elowen Wandwright,elowen.wandwright439@crystalball.io,northern reaches,2026-05-21,1896,Herbalism
WIZ-01385,Nimbus Larkspur,nimbus.larkspur190@ravenpost.net,EC,2024-05-23,1902,Healing
WIZ-01386,Kestrel Thistledown,kestrel.thistledown747@ravenpost.net,NR,2024-05-23,1910,Herbalism
WIZ-01387,Petra Yewbarrow,petra.yewbarrow416@ravenpost.net,sw,2026-02-01,1912,Healing
WIZ-01388,Edric Mossheart,edric.mossheart668@grimoire.org,SW,2023-07-09,2007,Alchemy
WIZ-01389,Ignatius Netherfield,ignatius.netherfield243@owlmail.co,cv,2026-01-09,2000,Enchantment
WIZ-01390,Oleander Glimmerstone,oleander.glimmerstone193@ravenpost.net,cv,2025-07-27,1985,Herbalism
WIZ-01391,Hawthorne Foxglove,hawthorne.foxglove361@ravenpost.net,ml,2023-05-04,1933,ALCHEMY
WIZ-01392,Delphine Owlsworth,,ec,2024-08-21,1935,Alchemy
WIZ-01393,Belladonna Frostpetal,belladonna.frostpetal461@crystalball.io,CV,2026-02-07,1989,Divination
WIZ-01394,Cassia Duskwater,cassia.duskwater251@crystalball.io,EC,2024-08-03,1910,Healing
WIZ-01395,Rowan Kilnworth,rowan.kilnworth452@ravenpost.net,nr,2025-01-07,1968,Alchemy
WIZ-01396,Oswin Saltmarsh,oswin.saltmarsh737@ravenpost.net,NR,2024-01-15,1905,Herbalism
WIZ-01397,Nimbus Barrowmere,nimbus.barrowmere629@crystalball.io,cv,2023-03-22,1956,Illusion
WIZ-01398,Zephyrine Umberfall,zephyrine.umberfall254@crystalball.io,Crystal Vale,2025-08-28,1996,Alchemy
WIZ-01399,Quilla Wandwright,quilla.wandwright406@moonmail.net,cv,2025-05-09,1981,Herbalism
WIZ-01400,Quilla Brightmantle,quilla.brightmantle903@crystalball.io,CV,2025-04-18,1952,Illusion
WIZ-01401,Juniper Hollowbranch,juniper.hollowbranch513@grimoire.org,Northern Reaches,2023-02-18,1977,DIVINATION
WIZ-01402,Ignatius Hazelrigg,ignatius.hazelrigg162@ravenpost.net,crystal vale,2025-04-03,1982,Herbalism
WIZ-01403,Lyra Ashgrove,lyra.ashgrove309@moonmail.net,EC,2024-08-14,1975,Illusion
WIZ-01404,Maribel Ravenscroft,maribel.ravenscroft11@ravenpost.net,ec,2024-11-06,1993,Alchemy
WIZ-01405,Petra Mossheart,petra.mossheart755@crystalball.io,Northern Reaches,2024-07-29,1911,Enchantment
WIZ-01406,Zephyrine Umberfall,zephyrine.umberfall339@moonmail.net,ec,2026-03-02,1945,Healing
WIZ-01407,Fenwick Kilnworth,fenwick.kilnworth370@moonmail.net,EC,2024-09-09,1926,Transmutation
WIZ-01408,Oswin Ironquill,oswin.ironquill304@owlmail.co,NR,2024-08-19,2004,Enchantment
WIZ-01409,Peregrine Copperkettle,peregrine.copperkettle417@owlmail.co,SW,2023-10-27,1914,Enchantment
WIZ-01410,Gideon Yewbarrow,gideon.yewbarrow34@moonmail.net,the marshlands,2026-01-05,1968,Alchemy
WIZ-01411,Corvin Brightmantle,corvin.brightmantle825@ravenpost.net,silverwood,2023-02-21,1941,Alchemy
WIZ-01412,Cassia Quickbramble,cassia.quickbramble234@moonmail.net,The Marshlands,2023-11-23,2006,Healing
WIZ-01413,Petra Brightmantle,petra.brightmantle770@crystalball.io,The Marshlands,2025-06-12,1982,Divination
WIZ-01414,Jasper Netherfield,jasper.netherfield138@crystalball.io,ember coast,2024-07-10,1912,Divination
WIZ-01415,Oswin Copperkettle,oswin.copperkettle752@ravenpost.net,SW,2024-04-24,1943,ALCHEMY
WIZ-01416,Belladonna Foxglove,belladonna.foxglove769@crystalball.io,Northern Reaches,2026-03-17,1907,Alchemy
WIZ-01417,Fenwick Stormbottle,fenwick.stormbottle265@grimoire.org,NR,2026-02-16,1919,ENCHANTMENT
WIZ-01418,Cassia Ravenscroft,cassia.ravenscroft996@moonmail.net,The Marshlands,2025-10-13,2002,Illusion
WIZ-01419,Kestrel Hollowbranch,kestrel.hollowbranch903@crystalball.io,Northern Reaches,2024-11-13,1977,TRANSMUTATION
WIZ-01420,Ignatius Dimbleby,ignatius.dimbleby488@grimoire.org,EC,2024-10-13,1898,Herbalism
WIZ-01421,Lyra Duskwater,lyra.duskwater233@moonmail.net,CV,2024-01-04,1985,Enchantment
WIZ-01422,Gideon Wandwright,gideon.wandwright822@moonmail.net,ML,2023-11-21,1935,Illusion
WIZ-01423,Gideon Foxglove,gideon.foxglove193@grimoire.org,silverwood,2025-11-10,1986,Divination
WIZ-01424,Dorian Ashgrove,dorian.ashgrove714@crystalball.io,cv,2025-12-08,1988,Enchantment
WIZ-01425,Elowen Dimbleby,elowen.dimbleby37@owlmail.co,SW,2025-11-09,1960,Herbalism
WIZ-01426,Lyra Mistlethorn,lyra.mistlethorn177@owlmail.co,nr,2023-04-23,1934,Enchantment
WIZ-01427,Delphine Stormbottle,delphine.stormbottle154@owlmail.co,NR,2024-01-05,1971,Alchemy
WIZ-01428,Yarrow Copperkettle,yarrow.copperkettle837@owlmail.co,NR,2024-07-02,1923,Transmutation
WIZ-01429,Thaddeus Gorsebush,thaddeus.gorsebush595@crystalball.io,nr,2025-11-24,1987,Divination
WIZ-01430,Yarrow Gorsebush,yarrow.gorsebush896@crystalball.io,nr,2024-09-12,1948,Alchemy
WIZ-01431,Zephyrine Barrowmere,zephyrine.barrowmere899@moonmail.net,ML,2025-01-31,1919,Divination
WIZ-01432,Umbra Hollowbranch,umbra.hollowbranch18@grimoire.org,NR,2024-01-03,1954,Healing
WIZ-01433,Bramble Vexley,bramble.vexley293@ravenpost.net,northern reaches,2024-12-09,2007,Illusion
WIZ-01434,Maribel Saltmarsh,maribel.saltmarsh251@grimoire.org,Silverwood,2024-02-16,1967,Transmutation
WIZ-01435,Seraphine Stormbottle,seraphine.stormbottle680@crystalball.io,SW,2024-01-22,1970,Herbalism
WIZ-01436,Grizelda Mossheart,grizelda.mossheart588@moonmail.net,ML,2024-08-11,1994,Divination
WIZ-01437,Lyra Foxglove,lyra.foxglove382@crystalball.io,silverwood,2023-06-27,1899,Enchantment
WIZ-01438,Belladonna Ironquill,belladonna.ironquill306@ravenpost.net,nr,2025-11-24,1952,Alchemy
WIZ-01439,Yarrow Quickbramble,yarrow.quickbramble690@ravenpost.net,NR,2024-11-14,1957,HERBALISM
WIZ-01440,Hesper Everbright,hesper.everbright795@grimoire.org,SW,2023-11-18,1996,Transmutation
WIZ-01441,Hawthorne Mistlethorn,hawthorne.mistlethorn675@owlmail.co,NR,2024-11-10,2004,Transmutation
WIZ-01442,Morwenna Stormbottle,morwenna.stormbottle168@moonmail.net,NR,2023-03-07,1899,Alchemy
WIZ-01443,Corvin Ashgrove,corvin.ashgrove779@grimoire.org,sw,2024-04-02,1963,Alchemy
WIZ-01444,Kestrel Gorsebush,kestrel.gorsebush21@ravenpost.net,NR,2024-10-22,1937,Healing
WIZ-01445,Alaric Cinderfell,alaric.cinderfell553@crystalball.io,NR,2023-07-21,1996,Healing
WIZ-01446,Umbra Stormbottle,umbra.stormbottle564@ravenpost.net,cv,2024-06-26,1905,Transmutation
WIZ-01447,Corvin Netherfield,corvin.netherfield715@grimoire.org,nr,2024-04-06,1940,Divination
WIZ-01448,Juniper Winterbourne,juniper.winterbourne395@owlmail.co,nr,2025-11-26,2000,Enchantment
WIZ-01449,Hawthorne Ironquill,hawthorne.ironquill466@ravenpost.net,nr,2025-08-17,1984,Healing
WIZ-01450,Jasper Gorsebush,jasper.gorsebush735@moonmail.net,nr,2025-01-22,1993,Herbalism
WIZ-01451,Lyra Dimbleby,lyra.dimbleby334@ravenpost.net,Ember Coast,2024-09-03,1948,Transmutation
WIZ-01452,Xanthe Larkspur,xanthe.larkspur670@crystalball.io,NR,2024-06-19,1901,Transmutation
WIZ-01453,Hawthorne Dimbleby,hawthorne.dimbleby994@moonmail.net,Ember Coast,2026-06-12,1967,Divination
WIZ-01454,Fiora Stormbottle,fiora.stormbottle842@owlmail.co,SW,2024-07-18,1974,Illusion
WIZ-01455,Kestrel Netherfield,kestrel.netherfield142@crystalball.io,EC,2026-02-09,1949,Herbalism
WIZ-01456,Vesper Saltmarsh,vesper.saltmarsh644@ravenpost.net,The Marshlands,2023-10-07,1998,Divination
WIZ-01457,Caspian Brightmantle,caspian.brightmantle422@grimoire.org,silverwood,2024-11-24,1893,Illusion
WIZ-01458,Fiora Emberwhisk,fiora.emberwhisk469@crystalball.io,sw,2026-01-18,1956,Alchemy
WIZ-01459,Seraphine Yewbarrow,seraphine.yewbarrow623@moonmail.net,ML,2024-06-05,1944,Divination
WIZ-01460,Vesper Winterbourne,vesper.winterbourne390@crystalball.io,ml,2024-06-30,1918,Alchemy
WIZ-01461,Kestrel Gorsebush,kestrel.gorsebush176@ravenpost.net,the marshlands,2024-07-11,1905,Transmutation
WIZ-01462,Zephyrine Yewbarrow,,SW,2023-03-04,1991,Alchemy
WIZ-01463,Oswin Thistledown,oswin.thistledown195@ravenpost.net,EC,2026-01-04,1989,Herbalism
WIZ-01464,Edric Duskwater,edric.duskwater426@owlmail.co,northern reaches,2024-10-17,1942,Illusion
WIZ-01465,Alaric Winterbourne,alaric.winterbourne779@grimoire.org,Northern Reaches,2023-12-20,1984,Herbalism
WIZ-01466,Wendeline Wyrmwood,wendeline.wyrmwood197@grimoire.org,cv,2023-09-25,1999,Alchemy
WIZ-01467,Gideon Everbright,gideon.everbright544@grimoire.org,Northern Reaches,2024-07-20,1987,Healing
WIZ-01468,Nimbus Barrowmere,nimbus.barrowmere278@crystalball.io,ember coast,2023-05-06,1901,Herbalism
WIZ-01469,Edric Brightmantle,edric.brightmantle952@grimoire.org,ML,2025-09-06,1923,Healing
WIZ-01470,Isolde Ashgrove,isolde.ashgrove447@grimoire.org,northern reaches,2023-12-19,1983,Divination
WIZ-01471,Hawthorne Mistlethorn,hawthorne.mistlethorn651@crystalball.io,EC,2023-08-30,1948,Alchemy
WIZ-01472,Ignatius Owlsworth,ignatius.owlsworth229@moonmail.net,EC,2025-05-30,1993,Illusion
WIZ-01473,Umbra Thistledown,umbra.thistledown295@crystalball.io,ML,2024-09-22,1906,Enchantment
WIZ-01474,Dorian Thistledown,dorian.thistledown190@ravenpost.net,CV,2025-08-08,1976,Illusion
WIZ-01475,Jasper Dimbleby,jasper.dimbleby549@moonmail.net,ml,2025-09-09,1956,Alchemy
WIZ-01476,Umbra Hollowbranch,umbra.hollowbranch862@crystalball.io,Northern Reaches,2023-11-09,1897,Transmutation
WIZ-01477,Fiora Vexley,fiora.vexley345@ravenpost.net,sw,2025-10-03,1931,Alchemy
WIZ-01478,Delphine Quickbramble,delphine.quickbramble654@owlmail.co,EC,2023-08-24,1941,Illusion
WIZ-01479,Seraphine Ashgrove,seraphine.ashgrove595@crystalball.io,silverwood,2025-10-16,1943,Divination
WIZ-01480,Oleander Winterbourne,oleander.winterbourne548@ravenpost.net,NR,2023-08-25,1912,Transmutation
WIZ-01481,Morwenna Fernwhistle,morwenna.fernwhistle187@grimoire.org,cv,2025-12-16,1949,Herbalism
WIZ-01482,Juniper Wandwright,juniper.wandwright487@owlmail.co,Northern Reaches,2023-06-28,1940,Divination
WIZ-01483,Lyra Ashgrove,lyra.ashgrove852@owlmail.co,Crystal Vale,2025-05-10,1946,Illusion
WIZ-01484,Grizelda Gorsebush,grizelda.gorsebush703@grimoire.org,NR,2024-10-18,1933,Transmutation
WIZ-01485,Yarrow Hollowbranch,yarrow.hollowbranch67@crystalball.io,Northern Reaches,2025-08-12,1902,Herbalism
WIZ-01486,Yarrow Barrowmere,yarrow.barrowmere602@moonmail.net,SW,2023-12-16,1889,Healing
WIZ-01487,Vesper Everbright,vesper.everbright240@crystalball.io,Northern Reaches,2023-01-18,1954,Herbalism
WIZ-01488,Seraphine Hollowbranch,seraphine.hollowbranch961@moonmail.net,ML,2025-08-04,1981,Illusion
WIZ-01489,Maribel Vexley,maribel.vexley380@grimoire.org,Ember Coast,2026-01-26,1929,Illusion
WIZ-01490,Hawthorne Larkspur,hawthorne.larkspur764@moonmail.net,ec,2023-05-27,1969,Enchantment
WIZ-01491,Isolde Quickbramble,isolde.quickbramble930@grimoire.org,cv,2025-01-09,2003,Alchemy
WIZ-01492,Quilla Tanglewood,quilla.tanglewood212@grimoire.org,Ember Coast,2025-03-30,1951,TRANSMUTATION
WIZ-01493,Lyra Winterbourne,lyra.winterbourne350@grimoire.org,ML,2025-01-31,1895,Herbalism
WIZ-01494,Fiora Ironquill,fiora.ironquill909@ravenpost.net,ml,2023-12-11,2002,ILLUSION
WIZ-01495,Kestrel Nightbloom,kestrel.nightbloom324@owlmail.co,SW,2026-02-11,1939,Herbalism
WIZ-01496,Xanthe Glimmerstone,xanthe.glimmerstone517@moonmail.net,The Marshlands,2026-05-04,1944,Enchantment
WIZ-01497,Umbra Copperkettle,,ML,2024-02-09,1915,Illusion
WIZ-01498,Ignatius Ravenscroft,ignatius.ravenscroft662@crystalball.io,EC,2025-10-29,1939,Healing
WIZ-01499,Umbra Ironquill,umbra.ironquill44@crystalball.io,Ember Coast,2025-11-27,1923,Divination
WIZ-01500,Elowen Tanglewood,elowen.tanglewood389@grimoire.org,NR,2025-12-26,1912,Enchantment
WIZ-01501,Zephyrine Kilnworth,zephyrine.kilnworth634@ravenpost.net,sw,2023-12-28,1954,ALCHEMY
WIZ-01502,Belladonna Glimmerstone,belladonna.glimmerstone253@ravenpost.net,Silverwood,2023-10-26,1990,Transmutation
WIZ-01503,Lyra Umberfall,lyra.umberfall298@owlmail.co,ec,2023-04-29,1890,Enchantment
WIZ-01504,Peregrine Everbright,peregrine.everbright163@moonmail.net,silverwood,2025-10-11,1968,Transmutation
WIZ-01505,Peregrine Owlsworth,peregrine.owlsworth262@crystalball.io,Northern Reaches,2023-03-26,1937,Healing
WIZ-01506,Delphine Saltmarsh,delphine.saltmarsh894@crystalball.io,EC,2025-01-26,1932,Healing
WIZ-01507,Ignatius Thistledown,,NR,2023-08-08,1939,DIVINATION
WIZ-01508,Grizelda Duskwater,grizelda.duskwater119@moonmail.net,ML,2026-05-24,1925,Illusion
WIZ-01509,Ambrose Kilnworth,ambrose.kilnworth267@moonmail.net,sw,2025-09-02,1885,Herbalism
WIZ-01510,Rowan Netherfield,rowan.netherfield773@crystalball.io,Northern Reaches,2025-04-03,1991,Illusion
WIZ-01511,Delphine Ravenscroft,delphine.ravenscroft910@owlmail.co,northern reaches,2024-11-04,1988,HERBALISM
WIZ-01512,Grizelda Wyrmwood,grizelda.wyrmwood785@ravenpost.net,northern reaches,2025-04-04,1960,Herbalism
WIZ-01513,Gideon Frostpetal,gideon.frostpetal766@crystalball.io,CV,2024-04-26,1914,Divination
WIZ-01514,Caspian Thistledown,caspian.thistledown9@moonmail.net,northern reaches,2024-10-05,2005,Alchemy
WIZ-01515,Ambrose Emberwhisk,ambrose.emberwhisk358@crystalball.io,the marshlands,2023-05-11,2003,Alchemy
WIZ-01516,Oswin Glimmerstone,oswin.glimmerstone473@owlmail.co,Northern Reaches,2026-04-30,1893,Healing
WIZ-01517,Maribel Brightmantle,maribel.brightmantle381@owlmail.co,ml,2023-08-09,1892,Herbalism
WIZ-01518,Grizelda Foxglove,grizelda.foxglove477@ravenpost.net,Silverwood,2023-10-11,1945,Divination
WIZ-01519,Corvin Zellandine,corvin.zellandine508@crystalball.io,ML,2023-07-01,1886,Alchemy
WIZ-01520,Nimbus Stormbottle,nimbus.stormbottle637@ravenpost.net,NR,2024-10-19,1952,Transmutation
WIZ-01521,Dorian Everbright,dorian.everbright669@owlmail.co,northern reaches,2024-02-13,1984,Healing
WIZ-01522,Peregrine Yewbarrow,peregrine.yewbarrow72@moonmail.net,EC,2025-08-29,1954,Herbalism
WIZ-01523,Edric Mistlethorn,edric.mistlethorn250@owlmail.co,Ember Coast,2023-03-03,1886,Healing
WIZ-01524,Delphine Glimmerstone,delphine.glimmerstone176@owlmail.co,NR,2023-02-05,1989,Transmutation
WIZ-01525,Edric Wandwright,edric.wandwright123@ravenpost.net,ML,2025-11-20,1996,Enchantment
WIZ-01526,Hawthorne Frostpetal,hawthorne.frostpetal988@ravenpost.net,EC,2023-06-21,1917,Alchemy
WIZ-01527,Jasper Mossheart,jasper.mossheart954@owlmail.co,NR,2025-04-27,1967,Transmutation
WIZ-01528,Nimbus Larkspur,nimbus.larkspur751@ravenpost.net,SW,2023-03-26,1990,Transmutation
WIZ-01529,Lyra Wyrmwood,lyra.wyrmwood431@crystalball.io,EC,2025-01-30,1901,Transmutation
WIZ-01530,Oleander Quickbramble,oleander.quickbramble694@owlmail.co,NR,2024-07-25,1973,Alchemy
WIZ-01531,Yarrow Moonbrook,yarrow.moonbrook114@crystalball.io,cv,2023-04-19,2003,Illusion
WIZ-01532,Ignatius Yewbarrow,ignatius.yewbarrow822@moonmail.net,CV,2025-04-19,1956,Transmutation
WIZ-01533,Gideon Zellandine,gideon.zellandine61@ravenpost.net,EC,2024-04-19,1943,Alchemy
WIZ-01534,Caspian Jackdaw,caspian.jackdaw34@grimoire.org,Ember Coast,2026-01-30,1901,Healing
WIZ-01535,Zephyrine Kilnworth,zephyrine.kilnworth787@owlmail.co,ember coast,2025-12-24,1965,Divination
WIZ-01536,Oswin Brightmantle,oswin.brightmantle460@ravenpost.net,EC,2025-12-05,1958,Herbalism
WIZ-01537,Lyra Foxglove,lyra.foxglove171@owlmail.co,ml,2024-07-10,2005,Enchantment
WIZ-01538,Vesper Thistledown,,nr,2025-02-09,1933,Divination
WIZ-01539,Zephyrine Dimbleby,zephyrine.dimbleby4@moonmail.net,Silverwood,2023-04-24,1957,Healing
WIZ-01540,Alaric Emberwhisk,alaric.emberwhisk772@owlmail.co,ML,2024-10-03,1948,DIVINATION
WIZ-01541,Maribel Ironquill,maribel.ironquill758@moonmail.net,NR,2026-02-12,1986,Enchantment
WIZ-01542,Fenwick Jackdaw,fenwick.jackdaw42@ravenpost.net,nr,2025-03-22,1992,Herbalism
WIZ-01543,Peregrine Barrowmere,peregrine.barrowmere251@grimoire.org,NR,2023-04-10,1997,Healing
WIZ-01544,Juniper Vexley,juniper.vexley778@moonmail.net,CV,2025-06-03,1887,Divination
WIZ-01545,Alaric Wandwright,alaric.wandwright285@grimoire.org,EC,2023-11-28,1933,Herbalism
WIZ-01546,Maribel Brightmantle,maribel.brightmantle734@ravenpost.net,nr,2025-09-16,1919,Enchantment
WIZ-01547,Ignatius Glimmerstone,ignatius.glimmerstone669@owlmail.co,sw,2024-12-03,1983,ALCHEMY
WIZ-01548,Zephyrine Foxglove,zephyrine.foxglove72@grimoire.org,NR,2023-12-21,1902,Transmutation
WIZ-01549,Morwenna Zellandine,morwenna.zellandine466@ravenpost.net,NR,2023-08-16,1964,HEALING
WIZ-01550,Isolde Jackdaw,isolde.jackdaw704@grimoire.org,cv,2024-10-18,1985,ENCHANTMENT
WIZ-01551,Bramble Owlsworth,bramble.owlsworth33@ravenpost.net,EC,2025-08-12,1892,Alchemy
WIZ-01552,Fenwick Ravenscroft,fenwick.ravenscroft89@ravenpost.net,Northern Reaches,2025-12-17,2001,Divination
WIZ-01553,Corvin Barrowmere,corvin.barrowmere671@crystalball.io,Crystal Vale,2023-04-02,1886,Transmutation
WIZ-01554,Umbra Mossheart,umbra.mossheart743@ravenpost.net,CV,2025-03-22,1907,DIVINATION
WIZ-01555,Oswin Quickbramble,oswin.quickbramble91@crystalball.io,NR,2023-01-26,1977,Enchantment
WIZ-01556,Thaddeus Frostpetal,thaddeus.frostpetal572@grimoire.org,northern reaches,2025-03-23,1953,Divination
WIZ-01557,Grizelda Ravenscroft,grizelda.ravenscroft404@grimoire.org,cv,2026-05-16,1993,Transmutation
WIZ-01558,Wendeline Yewbarrow,wendeline.yewbarrow79@moonmail.net,Crystal Vale,2024-11-11,1937,Illusion
WIZ-01559,Rowan Netherfield,rowan.netherfield679@owlmail.co,sw,2024-04-23,1931,Healing
WIZ-01560,Grizelda Gorsebush,grizelda.gorsebush997@owlmail.co,NR,2024-05-09,1919,Illusion
WIZ-01561,Ambrose Wyrmwood,ambrose.wyrmwood345@grimoire.org,ml,2024-10-22,1981,Alchemy
WIZ-01562,Lyra Emberwhisk,lyra.emberwhisk821@crystalball.io,SW,2026-05-07,1900,Healing
WIZ-01563,Morwenna Ironquill,morwenna.ironquill256@ravenpost.net,ML,2025-12-26,1924,Divination
WIZ-01564,Seraphine Gorsebush,seraphine.gorsebush742@ravenpost.net,SW,2025-11-27,1987,Transmutation
WIZ-01565,Zephyrine Duskwater,zephyrine.duskwater101@ravenpost.net,CV,2024-07-19,1905,Illusion
WIZ-01566,Rowan Glimmerstone,rowan.glimmerstone31@ravenpost.net,SW,2025-01-07,1963,ENCHANTMENT
WIZ-01567,Peregrine Frostpetal,peregrine.frostpetal60@owlmail.co,northern reaches,2024-06-01,1910,Healing
WIZ-01568,Maribel Netherfield,maribel.netherfield827@crystalball.io,NR,2024-08-20,1923,Transmutation
WIZ-01569,Fiora Nightbloom,fiora.nightbloom569@grimoire.org,Northern Reaches,2025-10-21,1998,Enchantment
WIZ-01570,Jasper Umberfall,jasper.umberfall53@moonmail.net,nr,2026-03-24,1921,ILLUSION
WIZ-01571,Hesper Tanglewood,hesper.tanglewood79@owlmail.co,CV,2024-07-10,1928,Herbalism
WIZ-01572,Edric Hollowbranch,edric.hollowbranch455@moonmail.net,ml,2026-05-24,1984,Transmutation
WIZ-01573,Oswin Dimbleby,oswin.dimbleby29@moonmail.net,SW,2024-03-01,1963,TRANSMUTATION
