brew_id,potion_sku,shop_id,cauldron_id,brewed_at,batch_size,brew_duration_minutes,quality_check,brewer_name
BRW-01427,POT-0065,SHP-04,CDR-37,2024-11-26 11:14:11,18,51,pass,Wendeline Ashgrove
BRW-01428,POT-0054,SHP-09,CDR-20,2026-06-19T07:07:11Z,40,35,fail,Vesper Emberwhisk
BRW-01429,POT-0023,SHP-11,CDR-14,2026-01-31T06:35:22Z,18,156,pass,Gideon Thistledown
BRW-01430,POT-0025,SHP-02,CDR-05,2026-05-19T05:06:40Z,14,53,pass,Grizelda Duskwater
BRW-01431,POT-0001,SHP-03,CDR-25,2025-01-02 05:43:06,41,95,pass,Vesper Emberwhisk
BRW-01432,POT-0089,SHP-02,CDR-09,2025-01-03T06:32:11Z,39,108,fail,Kestrel Foxglove
BRW-01433,POT-0010,SHP-08,CDR-37,2026-01-26T08:18:34Z,35,128,pass,Vesper Emberwhisk
BRW-01434,POT-0028,SHP-09,CDR-35,2026-06-10T10:57:58Z,32,40,fail,Maribel Netherfield
BRW-01435,POT-0091,SHP-03,CDR-32,2025-06-04 10:07:43,51,27,pass,Cassia Winterbourne
BRW-01436,POT-0044,SHP-07,CDR-12,2025-02-28T07:24:40Z,59,50,pass,Nimbus Glimmerstone
BRW-01437,POT-0057,SHP-14,CDR-32,2025-12-30 05:13:14,18,61,pass,Hesper Foxglove
BRW-01438,POT-0024,SHP-04,CDR-08,2025-11-11 06:42:05,42,158,pass,Lyra Winterbourne
BRW-01439,POT-0059,SHP-11,CDR-16,2026-04-01T08:52:27Z,35,111,pass,Caspian Thistledown
BRW-01440,POT-0113,SHP-07,CDR-03,2026-02-21T09:25:59Z,17,137,pass,Delphine Mossheart
BRW-01441,POT-0036,SHP-12,CDR-11,2025-06-19 05:18:32,33,118,pass,Delphine Mossheart
BRW-01442,POT-0089,SHP-11,CDR-06,2024-06-13 05:19:33,42,105,Pass,Hesper Cinderfell
BRW-01443,POT-0100,SHP-12,CDR-39,2026-03-07 06:53:33,44,63,pass,Hesper Foxglove
BRW-01444,POT-0056,SHP-05,CDR-23,2026-06-23 07:07:25,57,74,pass,Belladonna Jackdaw
BRW-01445,POT-0110,SHP-03,CDR-20,2025-10-02T10:38:25Z,52,162,pass,Oswin Wyrmwood
BRW-01446,POT-0057,SHP-15,CDR-05,2025-03-30T09:27:26Z,47,86,Pass,Juniper Hollowbranch
BRW-01447,POT-0071,SHP-03,CDR-38,2025-07-25 11:47:14,38,95,Pass,Oswin Wyrmwood
BRW-01448,POT-0105,SHP-06,CDR-33,2024-05-18 05:19:49,15,156,pass,Maribel Netherfield
BRW-01449,POT-0101,SHP-09,CDR-19,2025-11-18 06:41:31,24,108,PASS,Kestrel Foxglove
BRW-01450,POT-0105,SHP-02,CDR-26,2025-03-22T09:01:52Z,29,119,pass,Caspian Thistledown
BRW-01451,POT-0017,SHP-06,CDR-32,2025-03-17T05:00:41Z,14,131,pass,Grizelda Duskwater
BRW-01452,POT-0065,SHP-04,CDR-40,2025-06-17 07:17:39,48,47,fail,Zephyrine Zellandine
BRW-01453,POT-0083,SHP-01,CDR-22,2024-07-07T11:06:11Z,14,154,PASS,Nimbus Glimmerstone
BRW-01454,POT-0013,SHP-09,CDR-39,2026-05-06 05:53:17,52,98,pass,Morwenna Wandwright
BRW-01455,POT-0087,SHP-06,CDR-15,2026-04-03T06:15:30Z,10,28,pass,Dorian Glimmerstone
BRW-01456,POT-0100,SHP-01,CDR-39,2025-04-30 08:46:31,27,84,Pass,Juniper Hollowbranch
BRW-01457,POT-0079,SHP-10,CDR-38,2024-05-12 06:50:53,12,71,pass,Oswin Wyrmwood
BRW-01458,POT-0052,SHP-04,CDR-18,2026-04-09T09:38:02Z,16,99,pass,Kestrel Foxglove
BRW-01459,POT-0100,SHP-12,CDR-21,2025-02-26 10:59:15,23,81,PASS,Hesper Cinderfell
BRW-01460,POT-0103,SHP-06,CDR-15,2024-09-28T07:24:39Z,34,131,pass,Lyra Winterbourne
BRW-01461,POT-0036,SHP-05,CDR-26,2025-11-18 11:40:09,55,73,pass,Grizelda Duskwater
BRW-01462,POT-0003,SHP-07,CDR-03,2024-05-31T10:52:22Z,43,55,pass,Caspian Thistledown
BRW-01463,POT-0027,SHP-07,CDR-14,2026-02-27 08:01:33,26,108,pass,Nimbus Glimmerstone
BRW-01464,POT-0106,SHP-10,CDR-29,2025-04-19T09:12:28Z,60,60,pass,Juniper Hollowbranch
BRW-01465,POT-0093,SHP-12,CDR-08,2025-09-05T09:36:29Z,11,94,pass,Gideon Thistledown
BRW-01466,POT-0025,SHP-13,CDR-20,2024-10-29 09:14:04,38,55,pass,Maribel Netherfield
BRW-01467,POT-0107,SHP-07,CDR-30,2025-10-04 10:25:15,49,21,fail,Dorian Glimmerstone
BRW-01468,POT-0012,SHP-13,CDR-06,2025-10-29T07:22:00Z,24,91,pass,Juniper Hollowbranch
BRW-01469,POT-0005,SHP-05,CDR-16,2024-07-14T05:39:47Z,55,41,pass,Juniper Hollowbranch
BRW-01470,POT-0095,SHP-03,CDR-18,2026-03-30 08:01:55,32,106,pass,Grizelda Duskwater
BRW-01471,POT-0043,SHP-12,CDR-31,2026-02-13 09:38:42,15,70,PASS,Ambrose Winterbourne
BRW-01472,POT-0100,SHP-15,CDR-35,2026-06-05T09:01:53Z,23,86,pass,Gideon Moonbrook
BRW-01473,POT-0115,SHP-06,CDR-22,2024-10-03 08:07:15,11,131,Pass,Hesper Cinderfell
BRW-01474,POT-0044,SHP-03,CDR-23,2026-03-19T09:00:43Z,47,71,pass,Delphine Zellandine
BRW-01475,POT-0092,SHP-04,CDR-35,2025-03-29 11:48:32,25,83,fail,Grizelda Kilnworth
BRW-01476,POT-0063,SHP-15,CDR-16,2025-08-05T06:13:26Z,27,80,pass,Hesper Foxglove
BRW-01477,POT-0034,SHP-06,CDR-07,2025-01-31T06:54:04Z,47,122,Pass,Oswin Wyrmwood
BRW-01478,POT-0019,SHP-10,CDR-36,2024-09-11 06:23:01,53,93,Pass,Caspian Thistledown
BRW-01479,POT-0032,SHP-10,CDR-35,2025-07-04 08:08:38,43,114,pass,Grizelda Kilnworth
BRW-01480,POT-0034,SHP-04,CDR-07,2025-12-14T05:04:07Z,55,92,fail,Gideon Moonbrook
BRW-01481,POT-0005,SHP-13,CDR-06,2025-03-11T11:32:35Z,59,36,Pass,Gideon Thistledown
BRW-01482,POT-0089,SHP-14,CDR-25,2025-03-01T06:04:57Z,58,92,pass,Delphine Zellandine
BRW-01483,POT-0057,SHP-01,CDR-09,2025-08-06T08:41:24Z,26,76,pass,Delphine Mossheart
BRW-01484,POT-0071,SHP-13,CDR-31,2025-05-06T05:47:59Z,43,97,pass,Oswin Wyrmwood
BRW-01485,POT-0109,SHP-01,CDR-40,2025-01-07T11:40:59Z,52,135,PASS,Cassia Everbright
BRW-01486,POT-0062,SHP-13,CDR-25,2025-03-12 09:39:31,23,163,pass,Gideon Thistledown
BRW-01487,POT-0118,SHP-11,CDR-25,2026-03-11 11:59:44,10,48,Pass,Cassia Everbright
BRW-01488,POT-0056,SHP-10,CDR-06,2025-10-02T07:09:20Z,55,79,PASS,Grizelda Kilnworth
BRW-01489,POT-0062,SHP-13,CDR-16,2024-08-04T05:19:35Z,57,161,pass,Hesper Foxglove
BRW-01490,POT-0095,SHP-05,CDR-10,2025-06-14 11:39:03,53,126,pass,Ambrose Winterbourne
BRW-01491,POT-0016,SHP-07,CDR-13,2026-06-05 11:53:53,13,127,PASS,Grizelda Kilnworth
BRW-01492,POT-0072,SHP-03,CDR-10,2025-10-18 07:25:07,33,123,pass,Yarrow Ravenscroft
BRW-01493,POT-0053,SHP-14,CDR-21,2025-04-17 07:15:45,26,97,PASS,Dorian Glimmerstone
BRW-01494,POT-0069,SHP-11,CDR-16,2026-02-05T05:31:29Z,37,134,fail,Maribel Netherfield
BRW-01495,POT-0028,SHP-11,CDR-14,2026-06-22T07:14:20Z,38,62,PASS,Belladonna Jackdaw
BRW-01496,POT-0102,SHP-13,CDR-11,2026-02-05T08:29:03Z,17,82,Pass,Cassia Winterbourne
BRW-01497,POT-0008,SHP-03,CDR-05,2025-09-11T11:08:53Z,22,67,pass,Oswin Wyrmwood
BRW-01498,POT-0042,SHP-10,CDR-08,2024-09-25T05:01:52Z,54,80,pass,Wendeline Ashgrove
BRW-01499,POT-0091,SHP-09,CDR-26,2025-02-10T05:41:54Z,38,46,Pass,Maribel Netherfield
BRW-01500,POT-0033,SHP-10,CDR-40,2026-01-25T05:35:49Z,59,93,Pass,Delphine Mossheart
BRW-01501,POT-0049,SHP-05,CDR-22,2024-11-11 10:22:01,28,140,pass,Gideon Thistledown
BRW-01502,POT-0094,SHP-01,CDR-32,2025-01-06T06:34:06Z,55,102,Pass,Delphine Zellandine
BRW-01503,POT-0088,SHP-04,CDR-01,2026-02-25 11:11:40,52,97,PASS,Nimbus Glimmerstone
BRW-01504,POT-0077,SHP-06,CDR-33,2025-12-28T08:14:10Z,60,85,pass,Grizelda Duskwater
BRW-01505,POT-0033,SHP-10,CDR-34,2026-04-28T05:40:09Z,38,96,Pass,Caspian Thistledown
BRW-01506,POT-0069,SHP-06,CDR-27,2024-12-13 07:19:43,14,109,Pass,Cassia Everbright
BRW-01507,POT-0105,SHP-01,CDR-02,2024-07-17 05:31:22,10,109,pass,Juniper Hollowbranch
BRW-01508,POT-0048,SHP-03,CDR-07,2026-04-08T07:50:12Z,40,90,PASS,Vesper Emberwhisk
BRW-01509,POT-0021,SHP-04,CDR-25,2024-06-30T07:44:02Z,34,90,pass,Ambrose Winterbourne
BRW-01510,POT-0030,SHP-12,CDR-24,2026-06-23 08:14:32,60,59,PASS,Hesper Foxglove
BRW-01511,POT-0119,SHP-11,CDR-25,2024-11-12T09:53:42Z,31,75,pass,Oleander Ravenscroft
BRW-01512,POT-0066,SHP-05,CDR-22,2026-03-16T11:55:58Z,49,94,pass,Kestrel Foxglove
BRW-01513,POT-0034,SHP-01,CDR-06,2026-02-09T10:38:07Z,44,122,fail,Ambrose Winterbourne
BRW-01514,POT-0010,SHP-07,CDR-36,2026-02-21T07:42:50Z,30,132,Pass,Nimbus Glimmerstone
BRW-01515,POT-0065,SHP-03,CDR-17,2025-10-15 11:13:42,41,54,pass,Zephyrine Zellandine
BRW-01516,POT-0013,SHP-03,CDR-40,2026-06-26 06:19:13,13,78,pass,Hesper Foxglove
BRW-01517,POT-0056,SHP-07,CDR-33,2025-08-30 06:13:02,25,82,pass,Dorian Glimmerstone
BRW-01518,POT-0041,SHP-03,CDR-09,2026-04-21 08:08:19,33,150,Pass,Juniper Hollowbranch
BRW-01519,POT-0113,SHP-11,CDR-12,2025-03-17 10:49:57,30,149,Pass,Lyra Winterbourne
BRW-01520,POT-0059,SHP-07,CDR-28,2026-04-28 10:26:16,27,102,fail,Lyra Winterbourne
BRW-01521,POT-0116,SHP-07,CDR-01,2025-12-18T08:42:03Z,21,92,pass,Delphine Zellandine
BRW-01522,POT-0116,SHP-03,CDR-18,2025-04-03 06:48:00,31,118,pass,Ambrose Winterbourne
BRW-01523,POT-0001,SHP-08,CDR-11,2026-03-20T08:09:39Z,35,81,pass,Thaddeus Frostpetal
BRW-01524,POT-0067,SHP-14,CDR-07,2024-10-12T11:21:29Z,46,41,Pass,Zephyrine Zellandine
BRW-01525,POT-0028,SHP-01,CDR-12,2026-02-18T10:50:38Z,46,73,pass,Delphine Mossheart
BRW-01526,POT-0026,SHP-09,CDR-28,2025-05-23T05:55:29Z,35,143,Pass,Ambrose Fernwhistle
BRW-01527,POT-0066,SHP-14,CDR-25,2025-01-10T07:05:21Z,28,63,Pass,Oleander Ravenscroft
BRW-01528,POT-0032,SHP-10,CDR-10,2026-01-02 09:56:44,16,95,PASS,Kestrel Foxglove
BRW-01529,POT-0111,SHP-03,CDR-17,2026-04-03T07:25:25Z,20,95,pass,Wendeline Ashgrove
BRW-01530,POT-0033,SHP-02,CDR-27,2025-10-16 05:50:42,38,57,Pass,Cassia Everbright
BRW-01531,POT-0016,SHP-14,CDR-34,2026-04-08T07:45:05Z,55,108,pass,Thaddeus Frostpetal
BRW-01532,POT-0008,SHP-03,CDR-33,2025-07-07T07:27:45Z,27,58,pass,Morwenna Wandwright
BRW-01533,POT-0118,SHP-15,CDR-26,2026-03-14T07:31:37Z,30,52,pass,Delphine Zellandine
BRW-01534,POT-0011,SHP-14,CDR-19,2024-10-30T05:28:12Z,46,116,pass,Morwenna Wandwright
BRW-01535,POT-0004,SHP-09,CDR-23,2026-01-22T10:41:39Z,34,110,Pass,Delphine Zellandine
BRW-01536,POT-0032,SHP-15,CDR-33,2025-09-28T11:30:44Z,26,144,pass,Hesper Foxglove
BRW-01537,POT-0111,SHP-10,CDR-38,2026-02-24T10:54:57Z,32,51,PASS,Umbra Thistledown
BRW-01538,POT-0016,SHP-09,CDR-40,2026-03-16T09:16:32Z,13,103,pass,Lyra Winterbourne
BRW-01539,POT-0077,SHP-09,CDR-31,2025-10-21 07:36:24,44,115,pass,Cassia Winterbourne
BRW-01540,POT-0002,SHP-03,CDR-34,2024-05-05T07:16:35Z,18,79,pass,Maribel Netherfield
BRW-01541,POT-0066,SHP-04,CDR-32,2026-03-31T09:51:26Z,58,83,Pass,Oleander Ravenscroft
BRW-01542,POT-0057,SHP-10,CDR-30,2025-08-22T11:07:43Z,18,60,Pass,Delphine Mossheart
BRW-01543,POT-0010,SHP-13,CDR-09,2026-01-29 08:04:37,49,82,Pass,Wendeline Ashgrove
BRW-01544,POT-0068,SHP-09,CDR-03,2025-08-21 11:07:42,47,54,pass,Oleander Ravenscroft
BRW-01545,POT-0118,SHP-10,CDR-37,2026-03-04T07:35:39Z,40,48,pass,Caspian Thistledown
BRW-01546,POT-0065,SHP-08,CDR-02,2024-11-30T09:42:06Z,59,69,pass,Ambrose Winterbourne
BRW-01547,POT-0102,SHP-01,CDR-31,2024-09-18 06:02:54,45,61,Fail,Hesper Foxglove
BRW-01548,POT-0100,SHP-08,CDR-21,2026-05-02 08:08:11,30,123,PASS,Oleander Ravenscroft
BRW-01549,POT-0102,SHP-09,CDR-38,2025-05-31T09:15:08Z,43,53,fail,Cassia Winterbourne
BRW-01550,POT-0055,SHP-02,CDR-19,2026-06-17 08:07:13,38,90,PASS,Dorian Mistlethorn
BRW-01551,POT-0114,SHP-03,CDR-05,2025-05-09T08:35:43Z,33,75,Pass,Maribel Netherfield
BRW-01552,POT-0096,SHP-15,CDR-39,2025-06-18T11:35:20Z,16,143,pass,Kestrel Foxglove
BRW-01553,POT-0061,SHP-10,CDR-11,2024-11-17 10:54:36,14,97,pass,Zephyrine Zellandine
BRW-01554,POT-0036,SHP-12,CDR-24,2026-04-06T08:05:50Z,18,86,pass,Delphine Mossheart
BRW-01555,POT-0056,SHP-10,CDR-31,2026-03-28T10:13:12Z,10,55,pass,Dorian Glimmerstone
BRW-01556,POT-0050,SHP-09,CDR-19,2025-04-09T05:36:11Z,44,154,pass,Gideon Thistledown
BRW-01557,POT-0049,SHP-02,CDR-14,2024-08-01T06:41:37Z,40,117,pass,Thaddeus Frostpetal
BRW-01558,POT-0003,SHP-09,CDR-37,2026-05-13T06:28:26Z,18,76,pass,Delphine Zellandine
BRW-01559,POT-0063,SHP-11,CDR-25,2026-02-06T10:02:34Z,37,66,pass,Zephyrine Zellandine
BRW-01560,POT-0010,SHP-02,CDR-20,2026-04-20T08:59:50Z,17,134,pass,Caspian Thistledown
BRW-01561,POT-0050,SHP-04,CDR-01,2026-01-22T11:58:48Z,23,136,pass,Ambrose Winterbourne
BRW-01562,POT-0095,SHP-12,CDR-33,2026-04-13T06:36:26Z,43,143,pass,Delphine Zellandine
BRW-01563,POT-0032,SHP-04,CDR-25,2026-03-11T11:30:22Z,34,109,pass,Oswin Wyrmwood
BRW-01564,POT-0104,SHP-03,CDR-23,2025-03-09T09:16:36Z,14,162,pass,Oleander Ravenscroft
BRW-01565,POT-0052,SHP-03,CDR-38,2026-02-23 09:30:55,55,135,pass,Cassia Winterbourne
BRW-01566,POT-0023,SHP-13,CDR-24,2025-03-23 08:40:44,27,141,pass,Zephyrine Zellandine
BRW-01567,POT-0079,SHP-04,CDR-39,2024-10-16 09:00:51,34,60,pass,Delphine Zellandine
BRW-01568,POT-0068,SHP-11,CDR-25,2025-08-31T08:57:28Z,33,39,PASS,Gideon Thistledown
BRW-01569,POT-0051,SHP-14,CDR-27,2025-11-25 11:44:29,55,35,pass,Kestrel Foxglove
BRW-01570,POT-0001,SHP-15,CDR-12,2026-03-31T09:55:48Z,25,114,pass,Caspian Thistledown
BRW-01571,POT-0065,SHP-03,CDR-31,2025-03-30 10:43:44,26,34,pass,Maribel Netherfield
BRW-01572,POT-0014,SHP-15,CDR-31,2026-05-27 09:48:01,46,69,PASS,Gideon Moonbrook
BRW-01573,POT-0036,SHP-02,CDR-26,2024-11-19 11:59:39,58,94,pass,Nimbus Glimmerstone
BRW-01574,POT-0080,SHP-08,CDR-36,2025-11-28 11:22:23,23,148,PASS,Dorian Mistlethorn
BRW-01575,POT-0038,SHP-06,CDR-17,2024-05-06 06:04:35,23,16,pass,Gideon Moonbrook
BRW-01576,POT-0096,SHP-01,CDR-22,2024-11-27 06:40:12,33,153,pass,Gideon Thistledown
BRW-01577,POT-0032,SHP-15,CDR-19,2026-03-29T06:02:54Z,54,108,PASS,Grizelda Duskwater
BRW-01578,POT-0081,SHP-03,CDR-26,2025-10-16T11:27:19Z,40,103,pass,Umbra Thistledown
BRW-01579,POT-0111,SHP-12,CDR-39,2026-05-15 06:30:51,37,54,pass,Morwenna Wandwright
BRW-01580,POT-0106,SHP-08,CDR-23,2026-02-06T08:56:31Z,49,81,pass,Yarrow Ravenscroft
BRW-01581,POT-0106,SHP-14,CDR-10,2025-10-20 08:04:49,31,72,pass,Lyra Winterbourne
BRW-01582,POT-0091,SHP-13,CDR-01,2024-06-02T11:10:45Z,46,40,pass,Delphine Zellandine
BRW-01583,POT-0069,SHP-14,CDR-21,2024-07-29 05:46:31,18,112,pass,Maribel Netherfield
BRW-01584,POT-0038,SHP-07,CDR-31,2025-08-22 10:31:20,25,55,pass,Maribel Netherfield
BRW-01585,POT-0055,SHP-13,CDR-06,2026-03-04T11:12:54Z,54,118,pass,Hesper Cinderfell
BRW-01586,POT-0024,SHP-02,CDR-17,2025-11-14T08:01:30Z,50,93,pass,Delphine Mossheart
BRW-01587,POT-0034,SHP-03,CDR-07,2025-01-31T10:39:24Z,27,108,pass,Delphine Mossheart
BRW-01588,POT-0018,SHP-07,CDR-33,2026-06-22T09:03:27Z,57,47,Pass,Nimbus Glimmerstone
BRW-01589,POT-0067,SHP-11,CDR-16,2025-12-28T08:19:41Z,49,24,pass,Delphine Zellandine
BRW-01590,POT-0094,SHP-12,CDR-28,2024-07-21 09:15:14,51,109,pass,Juniper Hollowbranch
BRW-01591,POT-0094,SHP-10,CDR-36,2025-10-25T09:21:23Z,32,93,fail,Umbra Thistledown
BRW-01592,POT-0095,SHP-07,CDR-24,2026-03-25T06:40:42Z,38,131,Pass,Ambrose Fernwhistle
BRW-01593,POT-0095,SHP-03,CDR-38,2025-11-03 11:53:03,36,123,Pass,Oswin Wyrmwood
BRW-01594,POT-0036,SHP-13,CDR-17,2025-06-20T08:49:29Z,36,86,pass,Grizelda Duskwater
BRW-01595,POT-0005,SHP-01,CDR-14,2025-09-04T09:59:56Z,13,29,Pass,Cassia Winterbourne
BRW-01596,POT-0023,SHP-06,CDR-07,2025-02-19 07:24:41,32,143,pass,Hesper Cinderfell
BRW-01597,POT-0046,SHP-01,CDR-12,2024-10-29 07:07:32,50,63,pass,Gideon Thistledown
BRW-01598,POT-0031,SHP-15,CDR-26,2026-03-26 06:11:56,24,78,fail,Kestrel Foxglove
BRW-01599,POT-0115,SHP-07,CDR-23,2025-05-12T07:55:54Z,27,122,pass,Belladonna Jackdaw
BRW-01600,POT-0042,SHP-08,CDR-07,2026-02-01T08:48:53Z,20,102,pass,Hesper Foxglove
BRW-01601,POT-0038,SHP-06,CDR-21,2026-01-19T06:09:49Z,37,58,pass,Umbra Thistledown
BRW-01602,POT-0022,SHP-07,CDR-02,2026-03-24T07:39:27Z,24,102,PASS,Delphine Mossheart
BRW-01603,POT-0120,SHP-04,CDR-40,2025-11-10T05:02:30Z,17,74,pass,Hesper Foxglove
BRW-01604,POT-0004,SHP-02,CDR-31,2025-10-06T07:02:08Z,44,113,pass,Juniper Hollowbranch
BRW-01605,POT-0084,SHP-02,CDR-38,2025-05-05T09:54:00Z,29,108,pass,Thaddeus Frostpetal
BRW-01606,POT-0041,SHP-15,CDR-08,2024-06-15 05:21:49,28,104,pass,Yarrow Ravenscroft
BRW-01607,POT-0029,SHP-07,CDR-14,2025-07-26T09:53:11Z,18,103,pass,Wendeline Ashgrove
BRW-01608,POT-0084,SHP-02,CDR-33,2026-04-07T11:03:32Z,50,89,pass,Cassia Winterbourne
BRW-01609,POT-0039,SHP-03,CDR-09,2025-05-05 05:05:41,28,152,pass,Morwenna Wandwright
BRW-01610,POT-0062,SHP-08,CDR-19,2025-12-11T05:30:00Z,37,156,Pass,Grizelda Kilnworth
BRW-01611,POT-0114,SHP-07,CDR-20,2024-10-01 07:41:51,38,84,PASS,Thaddeus Frostpetal
BRW-01612,POT-0002,SHP-10,CDR-29,2026-05-13T08:59:09Z,37,109,Pass,Oswin Wyrmwood
BRW-01613,POT-0069,SHP-06,CDR-23,2024-05-19T08:43:57Z,54,145,pass,Delphine Zellandine
BRW-01614,POT-0042,SHP-10,CDR-14,2025-10-17T10:45:01Z,32,78,pass,Vesper Emberwhisk
BRW-01615,POT-0052,SHP-07,CDR-24,2025-09-10T10:06:18Z,29,107,pass,Dorian Mistlethorn
BRW-01616,POT-0019,SHP-15,CDR-32,2026-06-06T07:22:13Z,49,117,pass,Cassia Winterbourne
BRW-01617,POT-0068,SHP-12,CDR-08,2026-05-07T11:04:32Z,12,77,Pass,Nimbus Glimmerstone
BRW-01618,POT-0061,SHP-02,CDR-24,2024-07-26 09:12:39,45,83,pass,Thaddeus Frostpetal
BRW-01619,POT-0008,SHP-07,CDR-04,2026-01-25T07:03:30Z,23,67,pass,Grizelda Kilnworth
BRW-01620,POT-0094,SHP-05,CDR-18,2026-02-06T05:30:29Z,52,123,PASS,Nimbus Glimmerstone
BRW-01621,POT-0070,SHP-09,CDR-32,2024-12-08T06:22:36Z,46,158,Pass,Yarrow Ravenscroft
BRW-01622,POT-0088,SHP-04,CDR-24,2025-12-11 06:12:17,30,82,Pass,Hesper Foxglove
BRW-01623,POT-0036,SHP-07,CDR-16,2026-01-19T11:14:47Z,38,89,Pass,Ambrose Winterbourne
BRW-01624,POT-0020,SHP-12,CDR-06,2025-03-15 09:16:18,30,114,Pass,Gideon Moonbrook
BRW-01625,POT-0086,SHP-02,CDR-25,2026-06-03T06:19:37Z,44,81,pass,Caspian Thistledown
BRW-01626,POT-0103,SHP-08,CDR-17,2026-03-27 09:07:10,43,92,pass,Dorian Glimmerstone
BRW-01627,POT-0076,SHP-15,CDR-29,2026-06-25T11:25:18Z,33,41,pass,Oleander Ravenscroft
BRW-01628,POT-0077,SHP-11,CDR-22,2025-11-01T11:33:34Z,20,88,pass,Belladonna Jackdaw
BRW-01629,POT-0056,SHP-01,CDR-39,2025-11-07 08:26:21,28,109,pass,Morwenna Wandwright
BRW-01630,POT-0079,SHP-07,CDR-04,2026-01-17T11:39:56Z,46,52,pass,Vesper Emberwhisk
BRW-01631,POT-0005,SHP-10,CDR-09,2024-10-27T10:45:24Z,53,48,Pass,Gideon Thistledown
BRW-01632,POT-0059,SHP-02,CDR-03,2026-05-11 09:51:44,19,115,pass,Oleander Ravenscroft
BRW-01633,POT-0097,SHP-09,CDR-19,2026-05-23 10:01:52,38,130,pass,Oleander Ravenscroft
BRW-01634,POT-0099,SHP-01,CDR-32,2025-11-26T05:57:31Z,46,179,PASS,Cassia Everbright
BRW-01635,POT-0088,SHP-13,CDR-23,2025-05-05 06:14:17,43,111,fail,Dorian Glimmerstone
BRW-01636,POT-0079,SHP-08,CDR-16,2026-04-05 08:58:34,46,76,pass,Maribel Netherfield
BRW-01637,POT-0107,SHP-01,CDR-14,2025-07-05T11:30:29Z,59,53,Pass,Gideon Moonbrook
BRW-01638,POT-0008,SHP-13,CDR-11,2025-11-08T07:03:59Z,21,57,PASS,Juniper Hollowbranch
BRW-01639,POT-0015,SHP-13,CDR-20,2026-06-08 05:41:13,44,85,fail,Lyra Winterbourne
BRW-01640,POT-0061,SHP-01,CDR-02,2025-08-18 06:07:02,28,87,pass,Ambrose Winterbourne
BRW-01641,POT-0029,SHP-12,CDR-31,2026-05-17T10:03:23Z,46,70,pass,Lyra Winterbourne
BRW-01642,POT-0008,SHP-04,CDR-15,2025-07-01T11:04:51Z,44,64,pass,Delphine Zellandine
BRW-01643,POT-0064,SHP-06,CDR-30,2024-12-04T05:33:36Z,24,125,Pass,Ambrose Fernwhistle
BRW-01644,POT-0079,SHP-08,CDR-27,2024-07-29T09:52:30Z,17,74,pass,Kestrel Foxglove
BRW-01645,POT-0063,SHP-04,CDR-13,2025-01-17 08:49:15,20,54,fail,Nimbus Glimmerstone
BRW-01646,POT-0083,SHP-09,CDR-40,2026-01-18T11:58:52Z,48,137,pass,Wendeline Ashgrove
BRW-01647,POT-0094,SHP-03,CDR-12,2024-05-09 07:41:52,33,118,pass,Gideon Thistledown
BRW-01648,POT-0043,SHP-15,CDR-13,2024-10-30T09:20:22Z,52,56,Pass,Dorian Glimmerstone
BRW-01649,POT-0090,SHP-15,CDR-16,2026-03-12T09:46:53Z,54,85,pass,Zephyrine Zellandine
BRW-01650,POT-0109,SHP-15,CDR-13,2025-02-11T08:06:25Z,38,142,pass,Grizelda Kilnworth
BRW-01651,POT-0111,SHP-08,CDR-33,2026-06-04T05:15:48Z,38,71,pass,Kestrel Foxglove
BRW-01652,POT-0030,SHP-08,CDR-03,2026-03-16 11:24:14,13,90,Pass,Morwenna Wandwright
BRW-01653,POT-0003,SHP-13,CDR-17,2025-11-25 11:39:06,44,41,pass,Ambrose Winterbourne
BRW-01654,POT-0013,SHP-13,CDR-26,2025-07-26 09:23:57,37,69,pass,Delphine Mossheart
BRW-01655,POT-0019,SHP-13,CDR-01,2024-12-07 11:34:49,53,69,pass,Delphine Mossheart
BRW-01656,POT-0109,SHP-10,CDR-17,2025-04-23T09:14:27Z,47,94,PASS,Nimbus Glimmerstone
BRW-01657,POT-0041,SHP-15,CDR-05,2026-02-12T07:14:20Z,13,159,pass,Juniper Hollowbranch
BRW-01658,POT-0071,SHP-14,CDR-01,2024-08-16T05:23:00Z,55,65,pass,Nimbus Glimmerstone
BRW-01659,POT-0091,SHP-10,CDR-14,2024-12-04T09:08:20Z,11,61,pass,Morwenna Wandwright
BRW-01660,POT-0102,SHP-12,CDR-22,2026-04-29T09:43:23Z,30,73,pass,Gideon Thistledown
BRW-01661,POT-0065,SHP-01,CDR-06,2025-11-02 10:55:56,44,53,pass,Dorian Mistlethorn
BRW-01662,POT-0090,SHP-03,CDR-24,2025-03-07T07:50:25Z,34,95,pass,Gideon Moonbrook
BRW-01663,POT-0032,SHP-03,CDR-01,2025-07-10T11:32:33Z,35,112,pass,Juniper Hollowbranch
BRW-01664,POT-0085,SHP-10,CDR-20,2026-01-30T05:53:36Z,40,114,Pass,Delphine Mossheart
BRW-01665,POT-0108,SHP-15,CDR-31,2026-02-17 09:45:15,27,54,pass,Nimbus Glimmerstone
BRW-01666,POT-0113,SHP-09,CDR-18,2026-01-19 07:49:47,21,147,pass,Cassia Winterbourne
BRW-01667,POT-0089,SHP-10,CDR-39,2024-07-25 11:52:06,10,125,Fail,Maribel Netherfield
